,centromere_index,intensity,file,C1_Intensity,C2_Intensity,Label,Treatment,spots
1010,3,402.0072,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,107,99,Cen7g11rFISH,Palbo_ON,38
1011,4,388.7491,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,112,2610,Cen7g11rFISH,Palbo_ON,38
1012,5,362.00977,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,256,18252,Cen7g11rFISH,Palbo_ON,38
1013,6,345.61612,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,110,124,Cen7g11rFISH,Palbo_ON,38
1014,7,316.15213,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,106,1224,Cen7g11rFISH,Palbo_ON,38
1015,8,312.2886,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,111,108,Cen7g11rFISH,Palbo_ON,38
1016,9,298.6289,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,116,628,Cen7g11rFISH,Palbo_ON,38
1017,10,295.99326,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,101,122,Cen7g11rFISH,Palbo_ON,38
1018,11,284.22968,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,107,1222,Cen7g11rFISH,Palbo_ON,38
1019,12,271.09433,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,569,213,Cen7g11rFISH,Palbo_ON,38
1020,13,271.4534,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,109,1602,Cen7g11rFISH,Palbo_ON,38
1021,14,265.9498,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,101,346,Cen7g11rFISH,Palbo_ON,38
1022,15,314.75974,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,106,181,Cen7g11rFISH,Palbo_ON,38
1023,16,264.33557,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,158,784,Cen7g11rFISH,Palbo_ON,38
1024,17,284.2062,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,113,109,Cen7g11rFISH,Palbo_ON,38
1025,18,260.72125,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,106,109,Cen7g11rFISH,Palbo_ON,38
1026,19,251.16515,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,102,757,Cen7g11rFISH,Palbo_ON,38
1027,20,247.70886,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,111,560,Cen7g11rFISH,Palbo_ON,38
1028,21,239.89342,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,103,587,Cen7g11rFISH,Palbo_ON,38
1029,22,242.57019,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,125,102,Cen7g11rFISH,Palbo_ON,38
1030,23,236.63974,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,659,165,Cen7g11rFISH,Palbo_ON,38
1031,24,234.88486,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,100,292,Cen7g11rFISH,Palbo_ON,38
1032,25,230.16498,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,118,752,Cen7g11rFISH,Palbo_ON,38
1033,26,233.44383,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,122,505,Cen7g11rFISH,Palbo_ON,38
1034,27,227.73984,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,115,3355,Cen7g11rFISH,Palbo_ON,38
1035,28,218.61118,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,112,338,Cen7g11rFISH,Palbo_ON,38
1036,29,213.48492,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,108,116,Cen7g11rFISH,Palbo_ON,38
1037,30,204.77373,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,4068,128,Cen7g11rFISH,Palbo_ON,38
1038,31,187.77332,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,103,323,Cen7g11rFISH,Palbo_ON,38
1039,32,197.60461,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,292,8266,Cen7g11rFISH,Palbo_ON,38
1040,33,191.21632,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,103,128,Cen7g11rFISH,Palbo_ON,38
1041,34,179.33588,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,108,109,Cen7g11rFISH,Palbo_ON,38
1042,35,178.43567,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,103,110,Cen7g11rFISH,Palbo_ON,38
1043,36,172.53473,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,109,476,Cen7g11rFISH,Palbo_ON,38
1044,37,164.36777,Cen7g11rFISH\Palbo_ON\IFISH002_010.tif,109,107,Cen7g11rFISH,Palbo_ON,38
1135,0,718.27826,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,113,1603,Cen7g11rFISH,Palbo_ON,39
1136,1,698.84564,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,105,3222,Cen7g11rFISH,Palbo_ON,39
1137,2,660.73755,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,108,471,Cen7g11rFISH,Palbo_ON,39
1138,3,646.8956,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,137,10900,Cen7g11rFISH,Palbo_ON,39
1139,4,454.42636,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,118,107,Cen7g11rFISH,Palbo_ON,39
1140,5,458.12796,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,121,111,Cen7g11rFISH,Palbo_ON,39
1141,6,438.46848,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,113,113,Cen7g11rFISH,Palbo_ON,39
1142,7,452.84128,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,101,534,Cen7g11rFISH,Palbo_ON,39
1143,8,416.57828,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,103,437,Cen7g11rFISH,Palbo_ON,39
1144,9,409.46997,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,3637,152,Cen7g11rFISH,Palbo_ON,39
1145,10,394.4799,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,105,110,Cen7g11rFISH,Palbo_ON,39
1146,11,426.29562,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,277,116,Cen7g11rFISH,Palbo_ON,39
1147,12,365.25043,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,112,125,Cen7g11rFISH,Palbo_ON,39
1148,13,365.1015,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,116,876,Cen7g11rFISH,Palbo_ON,39
1149,14,355.6823,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,112,112,Cen7g11rFISH,Palbo_ON,39
1150,15,342.79315,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,102,521,Cen7g11rFISH,Palbo_ON,39
1151,16,344.43173,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,119,643,Cen7g11rFISH,Palbo_ON,39
1152,17,348.0467,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,102,1129,Cen7g11rFISH,Palbo_ON,39
1153,18,351.1563,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,108,578,Cen7g11rFISH,Palbo_ON,39
1154,19,341.0374,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,109,170,Cen7g11rFISH,Palbo_ON,39
1155,20,336.58823,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,373,172,Cen7g11rFISH,Palbo_ON,39
1156,21,327.47473,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,118,905,Cen7g11rFISH,Palbo_ON,39
1157,22,348.98834,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,105,134,Cen7g11rFISH,Palbo_ON,39
1158,23,336.91025,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,109,128,Cen7g11rFISH,Palbo_ON,39
1159,24,337.61224,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,107,1880,Cen7g11rFISH,Palbo_ON,39
1160,25,336.4102,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,123,111,Cen7g11rFISH,Palbo_ON,39
1161,26,331.50775,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,454,429,Cen7g11rFISH,Palbo_ON,39
1162,27,319.20367,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,108,108,Cen7g11rFISH,Palbo_ON,39
1163,28,307.59445,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,2768,127,Cen7g11rFISH,Palbo_ON,39
1164,29,322.69745,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,143,369,Cen7g11rFISH,Palbo_ON,39
1165,30,298.09082,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,105,108,Cen7g11rFISH,Palbo_ON,39
1166,31,299.76303,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,111,342,Cen7g11rFISH,Palbo_ON,39
1167,32,300.30914,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,224,119,Cen7g11rFISH,Palbo_ON,39
1168,33,287.70544,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,104,127,Cen7g11rFISH,Palbo_ON,39
1169,34,276.89847,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,125,645,Cen7g11rFISH,Palbo_ON,39
1170,35,285.46396,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,133,12201,Cen7g11rFISH,Palbo_ON,39
1171,36,261.81897,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,291,3195,Cen7g11rFISH,Palbo_ON,39
1172,37,244.78154,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,102,119,Cen7g11rFISH,Palbo_ON,39
1173,38,244.42197,Cen7g11rFISH\Palbo_ON\IFISH003_004.tif,110,142,Cen7g11rFISH,Palbo_ON,39
1174,0,263.03403,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,121,209,Cen7g11rFISH,Palbo_ON,46
1175,1,241.94412,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,130,647,Cen7g11rFISH,Palbo_ON,46
1176,2,219.81349,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,116,108,Cen7g11rFISH,Palbo_ON,46
1177,3,224.63748,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,98,344,Cen7g11rFISH,Palbo_ON,46
1178,4,212.92302,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,106,113,Cen7g11rFISH,Palbo_ON,46
1179,5,203.23167,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,102,427,Cen7g11rFISH,Palbo_ON,46
1180,6,200.2738,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,2123,123,Cen7g11rFISH,Palbo_ON,46
1181,7,187.85843,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,112,134,Cen7g11rFISH,Palbo_ON,46
1182,8,185.4118,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,129,684,Cen7g11rFISH,Palbo_ON,46
1183,9,191.0679,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,105,795,Cen7g11rFISH,Palbo_ON,46
1184,10,184.02684,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,105,116,Cen7g11rFISH,Palbo_ON,46
1185,11,180.26256,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,108,446,Cen7g11rFISH,Palbo_ON,46
1186,12,185.01898,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,106,409,Cen7g11rFISH,Palbo_ON,46
1187,13,179.26678,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,108,865,Cen7g11rFISH,Palbo_ON,46
1188,14,180.04195,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,105,108,Cen7g11rFISH,Palbo_ON,46
1189,15,173.25223,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,114,110,Cen7g11rFISH,Palbo_ON,46
1190,16,177.14621,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,105,102,Cen7g11rFISH,Palbo_ON,46
1191,17,172.47833,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,101,104,Cen7g11rFISH,Palbo_ON,46
1192,18,178.41652,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,145,20647,Cen7g11rFISH,Palbo_ON,46
1193,19,173.37506,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,444,158,Cen7g11rFISH,Palbo_ON,46
1194,20,169.54274,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,125,2718,Cen7g11rFISH,Palbo_ON,46
1195,21,168.99219,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,102,103,Cen7g11rFISH,Palbo_ON,46
1196,22,165.21416,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,249,150,Cen7g11rFISH,Palbo_ON,46
1197,23,163.74858,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,101,192,Cen7g11rFISH,Palbo_ON,46
1198,24,161.3771,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,110,110,Cen7g11rFISH,Palbo_ON,46
1199,25,158.6315,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,107,109,Cen7g11rFISH,Palbo_ON,46
1200,26,154.60515,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,105,109,Cen7g11rFISH,Palbo_ON,46
1201,27,165.51683,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,112,529,Cen7g11rFISH,Palbo_ON,46
1202,28,154.07814,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,103,331,Cen7g11rFISH,Palbo_ON,46
1203,29,157.05194,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,110,118,Cen7g11rFISH,Palbo_ON,46
1204,30,152.6883,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,102,345,Cen7g11rFISH,Palbo_ON,46
1205,31,150.11888,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,106,200,Cen7g11rFISH,Palbo_ON,46
1206,32,148.29309,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,110,108,Cen7g11rFISH,Palbo_ON,46
1207,33,147.84218,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,99,206,Cen7g11rFISH,Palbo_ON,46
1208,34,147.38893,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,105,98,Cen7g11rFISH,Palbo_ON,46
1209,35,139.0396,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,327,170,Cen7g11rFISH,Palbo_ON,46
1210,36,133.16649,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,132,108,Cen7g11rFISH,Palbo_ON,46
1211,37,134.91663,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,132,113,Cen7g11rFISH,Palbo_ON,46
1212,38,129.92065,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,123,5177,Cen7g11rFISH,Palbo_ON,46
1213,39,139.86766,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,103,109,Cen7g11rFISH,Palbo_ON,46
1214,40,130.33514,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,5152,157,Cen7g11rFISH,Palbo_ON,46
1215,41,128.65665,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,164,494,Cen7g11rFISH,Palbo_ON,46
1216,42,122.67987,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,108,106,Cen7g11rFISH,Palbo_ON,46
1217,43,121.18616,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,101,106,Cen7g11rFISH,Palbo_ON,46
1218,44,113.61213,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,112,162,Cen7g11rFISH,Palbo_ON,46
1219,45,87.77214,Cen7g11rFISH\Palbo_ON\IFISH003_005.tif,98,1160,Cen7g11rFISH,Palbo_ON,46
1267,0,632.886,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,112,1405,Cen7g11rFISH,Palbo_ON,37
1268,1,544.2453,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,98,151,Cen7g11rFISH,Palbo_ON,37
1269,2,480.27264,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,120,163,Cen7g11rFISH,Palbo_ON,37
1270,3,489.21085,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,99,942,Cen7g11rFISH,Palbo_ON,37
1271,4,470.1667,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,114,231,Cen7g11rFISH,Palbo_ON,37
1272,5,416.60297,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,287,121,Cen7g11rFISH,Palbo_ON,37
1273,6,435.26495,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,104,109,Cen7g11rFISH,Palbo_ON,37
1274,7,426.8335,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,1286,134,Cen7g11rFISH,Palbo_ON,37
1275,8,457.81427,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,105,98,Cen7g11rFISH,Palbo_ON,37
1276,9,381.48575,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,143,17868,Cen7g11rFISH,Palbo_ON,37
1277,10,360.3622,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,108,112,Cen7g11rFISH,Palbo_ON,37
1278,11,343.49368,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,99,345,Cen7g11rFISH,Palbo_ON,37
1279,12,362.66843,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,103,104,Cen7g11rFISH,Palbo_ON,37
1280,13,340.19724,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,110,422,Cen7g11rFISH,Palbo_ON,37
1281,14,335.03397,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,101,114,Cen7g11rFISH,Palbo_ON,37
1282,15,343.8043,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,2381,151,Cen7g11rFISH,Palbo_ON,37
1283,16,313.29004,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,112,380,Cen7g11rFISH,Palbo_ON,37
1284,17,312.54044,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,329,153,Cen7g11rFISH,Palbo_ON,37
1285,18,309.05078,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,106,143,Cen7g11rFISH,Palbo_ON,37
1286,19,308.8354,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,285,188,Cen7g11rFISH,Palbo_ON,37
1287,20,307.99475,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,108,632,Cen7g11rFISH,Palbo_ON,37
1288,21,288.63596,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,110,165,Cen7g11rFISH,Palbo_ON,37
1289,22,279.7879,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,268,123,Cen7g11rFISH,Palbo_ON,37
1290,23,286.5898,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,154,708,Cen7g11rFISH,Palbo_ON,37
1291,24,261.49136,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,108,128,Cen7g11rFISH,Palbo_ON,37
1292,25,266.4291,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,134,9867,Cen7g11rFISH,Palbo_ON,37
1293,26,266.36435,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,106,501,Cen7g11rFISH,Palbo_ON,37
1294,27,263.7364,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,115,631,Cen7g11rFISH,Palbo_ON,37
1295,28,259.5026,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,113,458,Cen7g11rFISH,Palbo_ON,37
1296,29,256.0277,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,99,104,Cen7g11rFISH,Palbo_ON,37
1297,30,259.20468,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,107,1030,Cen7g11rFISH,Palbo_ON,37
1298,31,249.43607,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,107,271,Cen7g11rFISH,Palbo_ON,37
1299,32,254.40785,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,108,338,Cen7g11rFISH,Palbo_ON,37
1300,33,231.69682,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,101,477,Cen7g11rFISH,Palbo_ON,37
1301,34,232.24037,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,110,110,Cen7g11rFISH,Palbo_ON,37
1302,35,226.3303,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,103,118,Cen7g11rFISH,Palbo_ON,37
1303,36,225.41957,Cen7g11rFISH\Palbo_ON\IFISH003_007.tif,111,180,Cen7g11rFISH,Palbo_ON,37
1304,0,736.388,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,112,702,Cen7g11rFISH,Palbo_ON,38
1305,1,597.78143,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,110,109,Cen7g11rFISH,Palbo_ON,38
1306,2,583.04016,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,114,118,Cen7g11rFISH,Palbo_ON,38
1307,3,601.0559,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,2670,155,Cen7g11rFISH,Palbo_ON,38
1308,4,638.3949,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,103,490,Cen7g11rFISH,Palbo_ON,38
1309,5,586.3284,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,382,3749,Cen7g11rFISH,Palbo_ON,38
1310,6,530.0977,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,121,117,Cen7g11rFISH,Palbo_ON,38
1311,7,526.3466,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,198,24744,Cen7g11rFISH,Palbo_ON,38
1312,8,426.15482,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,121,107,Cen7g11rFISH,Palbo_ON,38
1313,9,438.03723,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,106,402,Cen7g11rFISH,Palbo_ON,38
1314,10,435.66327,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,108,184,Cen7g11rFISH,Palbo_ON,38
1315,11,466.62137,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,103,1732,Cen7g11rFISH,Palbo_ON,38
1316,12,428.26828,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,114,991,Cen7g11rFISH,Palbo_ON,38
1317,13,422.51877,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,110,114,Cen7g11rFISH,Palbo_ON,38
1318,14,411.36655,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,110,1105,Cen7g11rFISH,Palbo_ON,38
1319,15,428.1345,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,124,592,Cen7g11rFISH,Palbo_ON,38
1320,16,418.80243,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,128,1707,Cen7g11rFISH,Palbo_ON,38
1321,17,466.7248,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,120,734,Cen7g11rFISH,Palbo_ON,38
1322,18,395.84525,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,261,128,Cen7g11rFISH,Palbo_ON,38
1323,19,405.62463,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,109,119,Cen7g11rFISH,Palbo_ON,38
1324,20,403.23358,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,3216,119,Cen7g11rFISH,Palbo_ON,38
1325,21,460.1372,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,118,1259,Cen7g11rFISH,Palbo_ON,38
1326,22,367.09088,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,241,143,Cen7g11rFISH,Palbo_ON,38
1327,23,358.82693,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,353,106,Cen7g11rFISH,Palbo_ON,38
1328,24,343.58807,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,111,741,Cen7g11rFISH,Palbo_ON,38
1329,25,364.58026,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,108,120,Cen7g11rFISH,Palbo_ON,38
1330,26,341.812,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,112,108,Cen7g11rFISH,Palbo_ON,38
1331,27,375.4439,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,110,1083,Cen7g11rFISH,Palbo_ON,38
1332,28,352.6987,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,115,232,Cen7g11rFISH,Palbo_ON,38
1333,29,316.65942,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,121,114,Cen7g11rFISH,Palbo_ON,38
1334,30,320.53375,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,114,111,Cen7g11rFISH,Palbo_ON,38
1335,31,296.8411,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,102,1093,Cen7g11rFISH,Palbo_ON,38
1336,32,277.92465,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,103,444,Cen7g11rFISH,Palbo_ON,38
1337,33,274.47974,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,116,123,Cen7g11rFISH,Palbo_ON,38
1338,34,258.0379,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,124,1861,Cen7g11rFISH,Palbo_ON,38
1339,35,249.2413,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,104,302,Cen7g11rFISH,Palbo_ON,38
1340,36,247.11076,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,109,119,Cen7g11rFISH,Palbo_ON,38
1341,37,243.40228,Cen7g11rFISH\Palbo_ON\IFISH003_008.tif,109,669,Cen7g11rFISH,Palbo_ON,38
1342,0,460.59796,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,2653,188,Cen7g11rFISH,Palbo_ON,39
1343,1,444.73242,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,103,111,Cen7g11rFISH,Palbo_ON,39
1344,2,424.16528,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,138,652,Cen7g11rFISH,Palbo_ON,39
1345,3,411.15082,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,113,825,Cen7g11rFISH,Palbo_ON,39
1346,4,352.68457,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,107,166,Cen7g11rFISH,Palbo_ON,39
1347,5,332.19183,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,103,216,Cen7g11rFISH,Palbo_ON,39
1348,6,358.4139,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,99,122,Cen7g11rFISH,Palbo_ON,39
1349,7,303.6405,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,130,414,Cen7g11rFISH,Palbo_ON,39
1350,8,285.64117,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,106,102,Cen7g11rFISH,Palbo_ON,39
1351,9,285.63358,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,117,1557,Cen7g11rFISH,Palbo_ON,39
1352,10,255.29425,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,111,245,Cen7g11rFISH,Palbo_ON,39
1353,11,249.49992,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,105,558,Cen7g11rFISH,Palbo_ON,39
1354,12,252.4882,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,102,631,Cen7g11rFISH,Palbo_ON,39
1355,13,257.8916,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,113,643,Cen7g11rFISH,Palbo_ON,39
1356,14,262.13065,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,1822,213,Cen7g11rFISH,Palbo_ON,39
1357,15,256.52972,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,3924,157,Cen7g11rFISH,Palbo_ON,39
1358,16,238.28726,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,199,201,Cen7g11rFISH,Palbo_ON,39
1359,17,221.11604,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,107,369,Cen7g11rFISH,Palbo_ON,39
1360,18,224.17017,Cen7g11rFISH\Palbo_ON\IFISH003_009.tif,532,150,Cen7g11rFISH,Palbo_ON,39
