,centromere_index,intensity,file,C1_Intensity,C2_Intensity,Label,Treatment,spots
4428,29,512.87415,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,123,221,Cen7g11rFISH,Palbo_ON,46
4429,30,484.03577,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,114,111,Cen7g11rFISH,Palbo_ON,46
4430,31,480.93716,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,95,116,Cen7g11rFISH,Palbo_ON,46
4431,32,476.3201,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,615,4402,Cen7g11rFISH,Palbo_ON,46
4432,33,490.17526,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,126,3844,Cen7g11rFISH,Palbo_ON,46
4433,34,471.7616,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,152,24073,Cen7g11rFISH,Palbo_ON,46
4434,35,466.7804,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,112,114,Cen7g11rFISH,Palbo_ON,46
4435,36,437.69183,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,129,162,Cen7g11rFISH,Palbo_ON,46
4436,37,437.2435,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,107,114,Cen7g11rFISH,Palbo_ON,46
4437,38,416.21832,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,103,786,Cen7g11rFISH,Palbo_ON,46
4438,39,400.0761,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,110,492,Cen7g11rFISH,Palbo_ON,46
4439,40,381.3762,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,114,108,Cen7g11rFISH,Palbo_ON,46
4440,41,392.55948,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,115,103,Cen7g11rFISH,Palbo_ON,46
4441,42,366.20096,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,114,190,Cen7g11rFISH,Palbo_ON,46
4442,43,370.14685,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,109,109,Cen7g11rFISH,Palbo_ON,46
4443,44,356.08612,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,100,106,Cen7g11rFISH,Palbo_ON,46
4444,45,342.82755,Cen7g11rFISH\Palbo_ON\IFISH009_005.tif,106,1240,Cen7g11rFISH,Palbo_ON,46
4445,0,643.601,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,1176,112,Cen7g11rFISH,Palbo_ON,46
4446,1,577.3196,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,235,110,Cen7g11rFISH,Palbo_ON,46
4447,2,559.0496,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,139,260,Cen7g11rFISH,Palbo_ON,46
4448,3,533.4388,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,109,157,Cen7g11rFISH,Palbo_ON,46
4449,4,529.9972,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,99,100,Cen7g11rFISH,Palbo_ON,46
4450,5,502.40167,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,108,112,Cen7g11rFISH,Palbo_ON,46
4451,6,509.21478,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,108,282,Cen7g11rFISH,Palbo_ON,46
4452,7,497.70032,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,109,367,Cen7g11rFISH,Palbo_ON,46
4453,8,482.76416,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,105,109,Cen7g11rFISH,Palbo_ON,46
4454,9,486.2294,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,110,629,Cen7g11rFISH,Palbo_ON,46
4455,10,480.572,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,152,110,Cen7g11rFISH,Palbo_ON,46
4456,11,488.19995,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,105,271,Cen7g11rFISH,Palbo_ON,46
4457,12,479.07404,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,106,388,Cen7g11rFISH,Palbo_ON,46
4458,13,492.81845,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,112,144,Cen7g11rFISH,Palbo_ON,46
4459,14,475.5546,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,119,110,Cen7g11rFISH,Palbo_ON,46
4460,15,474.34027,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,200,127,Cen7g11rFISH,Palbo_ON,46
4461,16,462.74878,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,1449,143,Cen7g11rFISH,Palbo_ON,46
4462,17,457.41678,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,107,108,Cen7g11rFISH,Palbo_ON,46
4463,18,451.41263,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,101,244,Cen7g11rFISH,Palbo_ON,46
4464,19,457.31033,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,107,101,Cen7g11rFISH,Palbo_ON,46
4465,20,444.7554,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,107,499,Cen7g11rFISH,Palbo_ON,46
4466,21,446.94586,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,115,124,Cen7g11rFISH,Palbo_ON,46
4467,22,436.17722,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,105,105,Cen7g11rFISH,Palbo_ON,46
4468,23,449.25134,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,103,444,Cen7g11rFISH,Palbo_ON,46
4469,24,432.92496,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,114,4764,Cen7g11rFISH,Palbo_ON,46
4470,25,444.12018,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,128,118,Cen7g11rFISH,Palbo_ON,46
4471,26,432.06244,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,140,18646,Cen7g11rFISH,Palbo_ON,46
4472,27,429.7184,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,174,109,Cen7g11rFISH,Palbo_ON,46
4473,28,408.7103,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,113,107,Cen7g11rFISH,Palbo_ON,46
4474,29,434.2203,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,225,105,Cen7g11rFISH,Palbo_ON,46
4475,30,404.69888,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,101,313,Cen7g11rFISH,Palbo_ON,46
4476,31,402.2129,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,113,414,Cen7g11rFISH,Palbo_ON,46
4477,32,410.39938,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,107,111,Cen7g11rFISH,Palbo_ON,46
4478,33,402.3274,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,248,107,Cen7g11rFISH,Palbo_ON,46
4479,34,395.00717,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,109,249,Cen7g11rFISH,Palbo_ON,46
4480,35,403.5202,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,108,108,Cen7g11rFISH,Palbo_ON,46
4481,36,392.08112,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,113,109,Cen7g11rFISH,Palbo_ON,46
4482,37,373.52744,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,107,834,Cen7g11rFISH,Palbo_ON,46
4483,38,382.19324,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,140,126,Cen7g11rFISH,Palbo_ON,46
4484,39,366.64777,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,105,105,Cen7g11rFISH,Palbo_ON,46
4485,40,369.7623,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,103,114,Cen7g11rFISH,Palbo_ON,46
4486,41,356.6918,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,107,242,Cen7g11rFISH,Palbo_ON,46
4487,42,349.8703,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,109,109,Cen7g11rFISH,Palbo_ON,46
4488,43,343.6781,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,115,138,Cen7g11rFISH,Palbo_ON,46
4489,44,308.53363,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,108,1396,Cen7g11rFISH,Palbo_ON,46
4490,45,307.24945,Cen7g11rFISH\Palbo_ON\IFISH009_006.tif,103,508,Cen7g11rFISH,Palbo_ON,46
4491,0,963.99695,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,990,185,Cen7g11rFISH,Palbo_ON,44
4492,1,884.974,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,118,374,Cen7g11rFISH,Palbo_ON,44
4493,2,836.31854,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,156,16484,Cen7g11rFISH,Palbo_ON,44
4494,3,746.2254,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,1270,118,Cen7g11rFISH,Palbo_ON,44
4495,4,730.27747,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,105,579,Cen7g11rFISH,Palbo_ON,44
4496,5,712.7344,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,123,545,Cen7g11rFISH,Palbo_ON,44
4497,6,717.2747,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,104,324,Cen7g11rFISH,Palbo_ON,44
4498,7,637.3929,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,108,119,Cen7g11rFISH,Palbo_ON,44
4499,8,628.03766,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,258,109,Cen7g11rFISH,Palbo_ON,44
4500,9,606.15466,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,117,123,Cen7g11rFISH,Palbo_ON,44
4501,10,594.815,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,128,983,Cen7g11rFISH,Palbo_ON,44
4502,11,606.037,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,416,150,Cen7g11rFISH,Palbo_ON,44
4503,12,577.4581,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,103,117,Cen7g11rFISH,Palbo_ON,44
4504,13,582.4142,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,103,112,Cen7g11rFISH,Palbo_ON,44
4505,14,578.1067,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,165,199,Cen7g11rFISH,Palbo_ON,44
4506,15,608.3529,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,99,1394,Cen7g11rFISH,Palbo_ON,44
4507,16,568.6941,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,332,112,Cen7g11rFISH,Palbo_ON,44
4508,17,572.91187,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,115,114,Cen7g11rFISH,Palbo_ON,44
4509,18,552.1101,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,118,104,Cen7g11rFISH,Palbo_ON,44
4510,19,559.9222,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,104,351,Cen7g11rFISH,Palbo_ON,44
4511,20,569.86664,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,98,105,Cen7g11rFISH,Palbo_ON,44
4512,21,569.71185,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,108,460,Cen7g11rFISH,Palbo_ON,44
4513,22,540.0737,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,106,248,Cen7g11rFISH,Palbo_ON,44
4514,23,527.9964,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,104,283,Cen7g11rFISH,Palbo_ON,44
4515,24,529.5165,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,110,109,Cen7g11rFISH,Palbo_ON,44
4516,25,515.88477,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,108,108,Cen7g11rFISH,Palbo_ON,44
4517,26,523.32996,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,107,587,Cen7g11rFISH,Palbo_ON,44
4518,27,544.1053,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,104,198,Cen7g11rFISH,Palbo_ON,44
4519,28,531.3511,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,106,105,Cen7g11rFISH,Palbo_ON,44
4520,29,546.84375,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,109,119,Cen7g11rFISH,Palbo_ON,44
4521,30,508.94156,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,109,127,Cen7g11rFISH,Palbo_ON,44
4522,31,506.67276,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,105,259,Cen7g11rFISH,Palbo_ON,44
4523,32,492.36356,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,108,116,Cen7g11rFISH,Palbo_ON,44
4524,33,507.59668,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,106,116,Cen7g11rFISH,Palbo_ON,44
4525,34,484.8782,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,117,18965,Cen7g11rFISH,Palbo_ON,44
4526,35,470.95932,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,185,121,Cen7g11rFISH,Palbo_ON,44
4527,36,467.45743,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,106,106,Cen7g11rFISH,Palbo_ON,44
4528,37,450.0664,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,110,109,Cen7g11rFISH,Palbo_ON,44
4529,38,486.31775,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,165,23483,Cen7g11rFISH,Palbo_ON,44
4530,39,415.02005,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,99,255,Cen7g11rFISH,Palbo_ON,44
4531,40,403.247,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,117,15434,Cen7g11rFISH,Palbo_ON,44
4532,41,431.52435,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,100,141,Cen7g11rFISH,Palbo_ON,44
4533,42,393.2945,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,106,103,Cen7g11rFISH,Palbo_ON,44
4534,43,283.50714,Cen7g11rFISH\Palbo_ON\IFISH009_007.tif,101,105,Cen7g11rFISH,Palbo_ON,44
4535,0,732.3214,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,104,130,Cen7g11rFISH,Palbo_ON,46
4536,1,635.51294,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,109,480,Cen7g11rFISH,Palbo_ON,46
4537,2,616.4773,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,124,137,Cen7g11rFISH,Palbo_ON,46
4538,3,615.7287,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,109,187,Cen7g11rFISH,Palbo_ON,46
4539,4,575.39233,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,112,261,Cen7g11rFISH,Palbo_ON,46
4540,5,558.49945,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,322,106,Cen7g11rFISH,Palbo_ON,46
4541,6,574.24493,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,3299,115,Cen7g11rFISH,Palbo_ON,46
4542,7,571.1108,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,101,169,Cen7g11rFISH,Palbo_ON,46
4543,8,543.6681,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,223,104,Cen7g11rFISH,Palbo_ON,46
4544,9,526.15784,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,112,895,Cen7g11rFISH,Palbo_ON,46
4545,10,520.5483,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,135,103,Cen7g11rFISH,Palbo_ON,46
4546,11,507.24258,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,101,109,Cen7g11rFISH,Palbo_ON,46
4547,12,496.24313,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,106,1006,Cen7g11rFISH,Palbo_ON,46
4548,13,518.1511,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,101,114,Cen7g11rFISH,Palbo_ON,46
4549,14,540.44403,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,119,101,Cen7g11rFISH,Palbo_ON,46
4550,15,488.85788,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,103,103,Cen7g11rFISH,Palbo_ON,46
4551,16,495.42584,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,340,136,Cen7g11rFISH,Palbo_ON,46
4552,17,460.96478,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,117,272,Cen7g11rFISH,Palbo_ON,46
4553,18,473.45605,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,118,143,Cen7g11rFISH,Palbo_ON,46
4554,19,471.8714,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,101,421,Cen7g11rFISH,Palbo_ON,46
4555,20,466.1321,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,101,396,Cen7g11rFISH,Palbo_ON,46
4556,21,455.30966,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,106,476,Cen7g11rFISH,Palbo_ON,46
4557,22,449.82834,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,104,115,Cen7g11rFISH,Palbo_ON,46
4558,23,427.897,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,102,110,Cen7g11rFISH,Palbo_ON,46
4559,24,434.72644,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,111,125,Cen7g11rFISH,Palbo_ON,46
4560,25,450.03424,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,134,15041,Cen7g11rFISH,Palbo_ON,46
4561,26,425.97293,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,165,21950,Cen7g11rFISH,Palbo_ON,46
4562,27,435.94073,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,122,393,Cen7g11rFISH,Palbo_ON,46
4563,28,423.65308,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,106,587,Cen7g11rFISH,Palbo_ON,46
4564,29,426.8036,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,115,198,Cen7g11rFISH,Palbo_ON,46
4565,30,420.0479,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,941,106,Cen7g11rFISH,Palbo_ON,46
4566,31,416.87988,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,105,115,Cen7g11rFISH,Palbo_ON,46
4567,32,419.39584,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,97,100,Cen7g11rFISH,Palbo_ON,46
4568,33,412.32098,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,101,106,Cen7g11rFISH,Palbo_ON,46
4569,34,403.59717,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,3861,129,Cen7g11rFISH,Palbo_ON,46
4570,35,407.14944,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,102,106,Cen7g11rFISH,Palbo_ON,46
4571,36,400.0091,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,106,124,Cen7g11rFISH,Palbo_ON,46
4572,37,396.50375,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,103,281,Cen7g11rFISH,Palbo_ON,46
4573,38,392.37814,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,101,508,Cen7g11rFISH,Palbo_ON,46
4574,39,380.08502,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,103,107,Cen7g11rFISH,Palbo_ON,46
4575,40,354.84326,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,103,114,Cen7g11rFISH,Palbo_ON,46
4576,41,349.83502,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,103,449,Cen7g11rFISH,Palbo_ON,46
4577,42,343.09164,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,105,129,Cen7g11rFISH,Palbo_ON,46
4578,43,315.54645,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,110,513,Cen7g11rFISH,Palbo_ON,46
4579,44,290.49588,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,296,128,Cen7g11rFISH,Palbo_ON,46
4580,45,284.30817,Cen7g11rFISH\Palbo_ON\IFISH009_008.tif,142,356,Cen7g11rFISH,Palbo_ON,46
4626,0,563.76794,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,978,119,Cen7g11rFISH,Palbo_ON,46
4627,1,522.2286,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,113,264,Cen7g11rFISH,Palbo_ON,46
4628,2,473.72168,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,113,245,Cen7g11rFISH,Palbo_ON,46
4629,3,494.0486,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,114,147,Cen7g11rFISH,Palbo_ON,46
4630,4,469.52686,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,104,108,Cen7g11rFISH,Palbo_ON,46
4631,5,453.86008,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,116,915,Cen7g11rFISH,Palbo_ON,46
4632,6,456.80283,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,112,194,Cen7g11rFISH,Palbo_ON,46
4633,7,452.82104,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,1838,363,Cen7g11rFISH,Palbo_ON,46
4634,8,438.9468,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,107,469,Cen7g11rFISH,Palbo_ON,46
4635,9,433.48953,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,107,112,Cen7g11rFISH,Palbo_ON,46
4636,10,426.3059,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,104,108,Cen7g11rFISH,Palbo_ON,46
4637,11,424.7017,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,328,108,Cen7g11rFISH,Palbo_ON,46
4638,12,424.1128,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,103,153,Cen7g11rFISH,Palbo_ON,46
4639,13,417.65964,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,106,117,Cen7g11rFISH,Palbo_ON,46
4640,14,424.34814,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,148,369,Cen7g11rFISH,Palbo_ON,46
4641,15,393.8434,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,121,141,Cen7g11rFISH,Palbo_ON,46
4642,16,417.59442,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,129,2479,Cen7g11rFISH,Palbo_ON,46
4643,17,406.82736,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,101,231,Cen7g11rFISH,Palbo_ON,46
4644,18,425.99615,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,103,370,Cen7g11rFISH,Palbo_ON,46
4645,19,406.6703,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,118,111,Cen7g11rFISH,Palbo_ON,46
4646,20,400.75665,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,110,247,Cen7g11rFISH,Palbo_ON,46
4647,21,400.2716,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,100,1438,Cen7g11rFISH,Palbo_ON,46
4648,22,366.3972,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,337,116,Cen7g11rFISH,Palbo_ON,46
4649,23,366.45322,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,604,114,Cen7g11rFISH,Palbo_ON,46
4650,24,379.2011,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,107,1092,Cen7g11rFISH,Palbo_ON,46
4651,25,370.368,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,103,102,Cen7g11rFISH,Palbo_ON,46
4652,26,365.46912,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,356,121,Cen7g11rFISH,Palbo_ON,46
4653,27,361.78482,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,119,290,Cen7g11rFISH,Palbo_ON,46
4654,28,369.60147,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,109,165,Cen7g11rFISH,Palbo_ON,46
4655,29,359.25027,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,145,1338,Cen7g11rFISH,Palbo_ON,46
4656,30,341.59985,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,102,117,Cen7g11rFISH,Palbo_ON,46
4657,31,333.37845,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,115,111,Cen7g11rFISH,Palbo_ON,46
4658,32,338.97757,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,2695,118,Cen7g11rFISH,Palbo_ON,46
4659,33,317.52515,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,103,500,Cen7g11rFISH,Palbo_ON,46
4660,34,311.6181,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,108,2290,Cen7g11rFISH,Palbo_ON,46
4661,35,306.90793,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,110,108,Cen7g11rFISH,Palbo_ON,46
4662,36,310.93472,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,101,979,Cen7g11rFISH,Palbo_ON,46
4663,37,287.50772,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,114,313,Cen7g11rFISH,Palbo_ON,46
4664,38,294.4204,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,114,114,Cen7g11rFISH,Palbo_ON,46
4665,39,292.4732,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,111,103,Cen7g11rFISH,Palbo_ON,46
4666,40,278.5055,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,102,972,Cen7g11rFISH,Palbo_ON,46
4667,41,268.47156,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,105,105,Cen7g11rFISH,Palbo_ON,46
4668,42,261.08627,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,101,106,Cen7g11rFISH,Palbo_ON,46
4669,43,255.33646,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,101,113,Cen7g11rFISH,Palbo_ON,46
4670,44,207.93625,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,105,106,Cen7g11rFISH,Palbo_ON,46
4671,45,135.51288,Cen7g11rFISH\Palbo_ON\IFISH009_011.tif,108,169,Cen7g11rFISH,Palbo_ON,46
4672,0,451.20267,Cen7g11rFISH\Palbo_ON\IFISH009_012.tif,118,144,Cen7g11rFISH,Palbo_ON,46
4673,1,442.29495,Cen7g11rFISH\Palbo_ON\IFISH009_012.tif,116,375,Cen7g11rFISH,Palbo_ON,46
4674,2,433.831,Cen7g11rFISH\Palbo_ON\IFISH009_012.tif,2660,114,Cen7g11rFISH,Palbo_ON,46
4675,3,403.0952,Cen7g11rFISH\Palbo_ON\IFISH009_012.tif,106,107,Cen7g11rFISH,Palbo_ON,46
4676,4,393.23392,Cen7g11rFISH\Palbo_ON\IFISH009_012.tif,103,743,Cen7g11rFISH,Palbo_ON,46
4677,5,387.9348,Cen7g11rFISH\Palbo_ON\IFISH009_012.tif,115,117,Cen7g11rFISH,Palbo_ON,46
4678,6,387.1323,Cen7g11rFISH\Palbo_ON\IFISH009_012.tif,105,102,Cen7g11rFISH,Palbo_ON,46
4679,7,366.7676,Cen7g11rFISH\Palbo_ON\IFISH009_012.tif,99,99,Cen7g11rFISH,Palbo_ON,46
4680,8,363.38535,Cen7g11rFISH\Palbo_ON\IFISH009_012.tif,101,175,Cen7g11rFISH,Palbo_ON,46
4681,9,389.6466,Cen7g11rFISH\Palbo_ON\IFISH009_012.tif,106,107,Cen7g11rFISH,Palbo_ON,46
4682,10,363.59528,Cen7g11rFISH\Palbo_ON\IFISH009_012.tif,123,15701,Cen7g11rFISH,Palbo_ON,46
4683,11,370.31418,Cen7g11rFISH\Palbo_ON\IFISH009_012.tif,210,125,Cen7g11rFISH,Palbo_ON,46
4684,12,347.80182,Cen7g11rFISH\Palbo_ON\IFISH009_012.tif,106,106,Cen7g11rFISH,Palbo_ON,46
4685,13,352.32806,Cen7g11rFISH\Palbo_ON\IFISH009_012.tif,103,108,Cen7g11rFISH,Palbo_ON,46
4686,14,351.77933,Cen7g11rFISH\Palbo_ON\IFISH009_012.tif,119,606,Cen7g11rFISH,Palbo_ON,46
